IQ-TREE multicore version 2.0.3 for Linux 64-bit built Dec 20 2020
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    fat02 (AVX512, FMA3, 3023 GB RAM)
Command: iqtree -s virus5_rdrp.mafft.trimal.fasta -T auto -m MFP -b 1000 -redo
Seed:    313020 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 14 20:27:28 2023
Kernel:  AVX+FMA - auto-detect threads (96 CPU cores detected)

Reading alignment file virus5_rdrp.mafft.trimal.fasta ... Fasta format detected
Alignment most likely contains protein sequences
Alignment has 12 sequences with 715 columns, 607 distinct patterns
421 parsimony-informative, 167 singleton sites, 127 constant sites
WARNING: Some sequence names are changed as follows:
YP_009225665.1[Panax_notoginseng_virus_A] -> YP_009225665.1_Panax_notoginseng_virus_A_
AWX94599.1_[Panax_notoginseng_virus_B] -> AWX94599.1__Panax_notoginseng_virus_B_
QFS21891.1[Taro-associated_totivirus_L] -> QFS21891.1_Taro-associated_totivirus_L_
AOX47549.1[Pterostylis_sanguinea_totivirus_A] -> AOX47549.1_Pterostylis_sanguinea_totivirus_A_
AOX47551.1[Pterostylis_sanguinea_totivirus_A] -> AOX47551.1_Pterostylis_sanguinea_totivirus_A_
UUY86183.1[Loquat_associated_totivirus_1] -> UUY86183.1_Loquat_associated_totivirus_1_
UVG55946.1[Poaceae_Liege_totivirus_14] -> UVG55946.1_Poaceae_Liege_totivirus_14_
WEL36415.1[Bursera_graveolens_associated_totivirus_1] -> WEL36415.1_Bursera_graveolens_associated_totivirus_1_
YP_009507835.1[Xanthophyllomyces_dendrorhous_virus_L1B] -> YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_
YP_001497151.1[Black_raspberry_virus_F] -> YP_001497151.1_Black_raspberry_virus_F_
NP_620495.1[Saccharomyces_cerevisiae_virus_L-A] -> NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_

                                                         Gap/Ambiguity  Composition  p-value
   1  virus5_rdrp                                               21.96%    passed     91.23%
   2  YP_009225665.1_Panax_notoginseng_virus_A_                  0.00%    passed     99.36%
   3  AWX94599.1__Panax_notoginseng_virus_B_                     0.00%    passed     99.88%
   4  QFS21891.1_Taro-associated_totivirus_L_                    0.00%    passed     97.40%
   5  AOX47549.1_Pterostylis_sanguinea_totivirus_A_              4.34%    passed     99.49%
   6  AOX47551.1_Pterostylis_sanguinea_totivirus_A_              3.08%    passed     97.59%
   7  UUY86183.1_Loquat_associated_totivirus_1_                  0.00%    passed     33.88%
   8  UVG55946.1_Poaceae_Liege_totivirus_14_                     0.28%    passed     99.90%
   9  WEL36415.1_Bursera_graveolens_associated_totivirus_1_      0.00%    passed     82.36%
  10  YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_    3.92%    passed     72.31%
  11  YP_001497151.1_Black_raspberry_virus_F_                    0.00%    passed     99.59%
  12  NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_            2.94%    passed     56.92%
****  TOTAL                                                      3.04%  0 sequences failed composition chi2 test (p-value<5%; df=19)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds
Measuring multi-threading efficiency up to 96 CPU cores
Increase to 10 rounds for branch lengths
758 trees examined
Threads: 1 / Time: 96.071 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -13557
Threads: 2 / Time: 78.559 sec / Speedup: 1.223 / Efficiency: 61% / LogL: -13557
Threads: 3 / Time: 77.542 sec / Speedup: 1.239 / Efficiency: 41% / LogL: -13557
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using LG+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -13204.388
Optimal log-likelihood: -13204.283
Proportion of invariable sites: 0.081
Gamma shape alpha: 0.802
Parameters optimization took 1 rounds (0.032 sec)
Time for fast ML tree search: 0.258 seconds

NOTE: ModelFinder requires 11 MB RAM!
ModelFinder will test up to 546 protein models (sample size: 715) ...
 No. Model         -LnL         df  AIC          AICc         BIC
Iteration 80 / LogL: -13525.626 / Time: 0h:0m:13s (0h:0m:3s left)
Iteration 90 / LogL: -13531.395 / Time: 0h:0m:22s (0h:0m:3s left)
Iteration 100 / LogL: -13524.786 / Time: 0h:0m:34s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:37s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13524.588
Optimal log-likelihood: -13524.585
Gamma shape alpha: 0.563
Parameters optimization took 1 rounds (0.083 sec)
BEST SCORE FOUND : -13524.585
Total tree length: 11.320

Total number of iterations: 103
CPU time used for tree search: 74.887 sec (0h:1m:14s)
Wall-clock time used for tree search: 37.626 sec (0h:0m:37s)
Total CPU time used: 75.430 sec (0h:1m:15s)
Total wall-clock time used: 37.901 sec (0h:0m:37s)

===> START BOOTSTRAP REPLICATE NUMBER 6

Creating bootstrap alignment (seed: 313025)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13118.824
2. Current log-likelihood: -12897.649
3. Current log-likelihood: -12887.288
4. Current log-likelihood: -12887.067
Optimal log-likelihood: -12887.054
Gamma shape alpha: 0.561
Parameters optimization took 4 rounds (0.670 sec)
Computing ML distances based on estimated model parameters... 0.023 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12921.995
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.119 second
Computing log-likelihood of 96 initial trees ... 7.552 seconds
Current best score: -12887.054

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12887.054
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -12877.052
Iteration 10 / LogL: -12877.347 / Time: 0h:0m:16s
Iteration 20 / LogL: -12888.415 / Time: 0h:0m:23s
Finish initializing candidate tree set (3)
Current best tree score: -12877.052 / CPU time: 22.910
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12891.483 / Time: 0h:0m:32s (0h:1m:19s left)
Iteration 40 / LogL: -12891.462 / Time: 0h:0m:41s (0h:1m:5s left)
Iteration 50 / LogL: -12887.135 / Time: 0h:0m:49s (0h:0m:52s left)
Iteration 60 / LogL: -12891.319 / Time: 0h:0m:59s (0h:0m:42s left)
UPDATE BEST LOG-LIKELIHOOD: -12877.051
Iteration 70 / LogL: -12877.332 / Time: 0h:1m:9s (0h:0m:32s left)
Iteration 80 / LogL: -12877.490 / Time: 0h:1m:11s (0h:0m:19s left)
Iteration 90 / LogL: -12884.122 / Time: 0h:1m:12s (0h:0m:9s left)
Iteration 100 / LogL: -12882.175 / Time: 0h:1m:13s (0h:0m:1s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:1m:13s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12877.051
Optimal log-likelihood: -12877.050
Gamma shape alpha: 0.560
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12877.050
Total tree length: 9.969

Total number of iterations: 103
CPU time used for tree search: 144.047 sec (0h:2m:24s)
Wall-clock time used for tree search: 72.289 sec (0h:1m:12s)
Total CPU time used: 146.184 sec (0h:2m:26s)
Total wall-clock time used: 73.363 sec (0h:1m:13s)

===> START BOOTSTRAP REPLICATE NUMBER 7

Creating bootstrap alignment (seed: 313026)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13776.104
2. Current log-likelihood: -13562.196
3. Current log-likelihood: -13554.261
4. Current log-likelihood: -13554.018
Optimal log-likelihood: -13554.000
Gamma shape alpha: 0.646
Parameters optimization took 4 rounds (0.246 sec)
Computing ML distances based on estimated model parameters... 0.024 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13532.674
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.127 second
Computing log-likelihood of 95 initial trees ... 1.014 seconds
Current best score: -13532.674

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13515.552
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -13515.233
Iteration 10 / LogL: -13517.931 / Time: 0h:0m:2s
Iteration 20 / LogL: -13516.100 / Time: 0h:0m:4s
Finish initializing candidate tree set (4)
Current best tree score: -13515.233 / CPU time: 3.710
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13516.053 / Time: 0h:0m:5s (0h:0m:12s left)
Iteration 40 / LogL: -13515.314 / Time: 0h:0m:6s (0h:0m:9s left)
Iteration 50 / LogL: -13515.671 / Time: 0h:0m:7s (0h:0m:7s left)
Iteration 60 / LogL: -13516.008 / Time: 0h:0m:8s (0h:0m:5s left)
Iteration 70 / LogL: -13516.032 / Time: 0h:0m:8s (0h:0m:4s left)
Iteration 80 / LogL: -13515.677 / Time: 0h:0m:10s (0h:0m:2s left)
Iteration 90 / LogL: -13515.262 / Time: 0h:0m:11s (0h:0m:1s left)
Iteration 100 / LogL: -13515.244 / Time: 0h:0m:12s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13515.233
Optimal log-likelihood: -13515.233
Gamma shape alpha: 0.658
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13515.233
Total tree length: 10.063

Total number of iterations: 103
CPU time used for tree search: 23.594 sec (0h:0m:23s)
Wall-clock time used for tree search: 11.941 sec (0h:0m:11s)
Total CPU time used: 24.640 sec (0h:0m:24s)
Total wall-clock time used: 12.467 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 8

Creating bootstrap alignment (seed: 313027)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13473.187
2. Current log-likelihood: -13268.230
3. Current log-likelihood: -13261.964
4. Current log-likelihood: -13261.860
Optimal log-likelihood: -13261.850
Gamma shape alpha: 0.649
Parameters optimization took 4 rounds (0.117 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13268.736
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.124 second
Computing log-likelihood of 95 initial trees ... 0.678 seconds
Current best score: -13261.850

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13246.735
Iteration 10 / LogL: -13246.911 / Time: 0h:0m:1s
Iteration 20 / LogL: -13248.438 / Time: 0h:0m:2s
Finish initializing candidate tree set (3)
Current best tree score: -13246.735 / CPU time: 2.531
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13246.739 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -13253.774 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13253.016 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -13247.003 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13246.771 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13254.918 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13253.317 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13253.171 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13246.735
Optimal log-likelihood: -13246.734
Gamma shape alpha: 0.654
Parameters optimization took 1 rounds (0.017 sec)
BEST SCORE FOUND : -13246.734
Total tree length: 9.604

Total number of iterations: 102
CPU time used for tree search: 21.332 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.802 sec (0h:0m:10s)
Total CPU time used: 21.708 sec (0h:0m:21s)
Total wall-clock time used: 10.992 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 9

Creating bootstrap alignment (seed: 313028)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -12673.063
2. Current log-likelihood: -12478.137
3. Current log-likelihood: -12469.744
4. Current log-likelihood: -12469.573
Optimal log-likelihood: -12469.558
Gamma shape alpha: 0.582
Parameters optimization took 4 rounds (0.123 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12461.597
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.125 second
Computing log-likelihood of 93 initial trees ... 0.659 seconds
Current best score: -12460.876

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12440.680
Iteration 10 / LogL: -12440.702 / Time: 0h:0m:1s
Iteration 20 / LogL: -12440.800 / Time: 0h:0m:2s
Finish initializing candidate tree set (4)
Current best tree score: -12440.680 / CPU time: 2.529
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12444.983 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -12454.445 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -12446.004 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12445.016 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12458.539 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12458.533 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12440.895 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12458.505 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12440.680
Optimal log-likelihood: -12440.679
Gamma shape alpha: 0.606
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12440.679
Total tree length: 8.427

Total number of iterations: 102
CPU time used for tree search: 21.156 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.699 sec (0h:0m:10s)
Total CPU time used: 21.548 sec (0h:0m:21s)
Total wall-clock time used: 10.897 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 10

Creating bootstrap alignment (seed: 313029)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13712.991
2. Current log-likelihood: -13497.383
3. Current log-likelihood: -13488.554
4. Current log-likelihood: -13488.336
Optimal log-likelihood: -13488.322
Gamma shape alpha: 0.615
Parameters optimization took 4 rounds (0.130 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13471.664
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.124 second
Computing log-likelihood of 97 initial trees ... 0.720 seconds
Current best score: -13460.562

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13436.527
Iteration 10 / LogL: -13436.920 / Time: 0h:0m:2s
Iteration 20 / LogL: -13436.685 / Time: 0h:0m:3s
Finish initializing candidate tree set (1)
Current best tree score: -13436.527 / CPU time: 2.993
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
UPDATE BEST LOG-LIKELIHOOD: -13436.527
Iteration 30 / LogL: -13437.171 / Time: 0h:0m:4s (0h:0m:9s left)
Iteration 40 / LogL: -13437.023 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13438.549 / Time: 0h:0m:5s (0h:0m:6s left)
UPDATE BEST LOG-LIKELIHOOD: -13436.525
Iteration 60 / LogL: -13436.566 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13436.557 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13446.606 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13436.559 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13437.016 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13436.525
Optimal log-likelihood: -13436.524
Gamma shape alpha: 0.629
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13436.524
Total tree length: 9.828

Total number of iterations: 102
CPU time used for tree search: 21.754 sec (0h:0m:21s)
Wall-clock time used for tree search: 11.004 sec (0h:0m:11s)
Total CPU time used: 22.177 sec (0h:0m:22s)
Total wall-clock time used: 11.218 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 11

Creating bootstrap alignment (seed: 313030)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13688.954
2. Current log-likelihood: -13479.131
3. Current log-likelihood: -13471.355
4. Current log-likelihood: -13471.156
Optimal log-likelihood: -13471.141
Gamma shape alpha: 0.634
Parameters optimization took 4 rounds (0.125 sec)
Computing ML distances based on estimated model parameters... 0.017 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13459.481
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.129 second
Computing log-likelihood of 97 initial trees ... 0.716 seconds
Current best score: -13459.481

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13459.479
Iteration 10 / LogL: -13460.066 / Time: 0h:0m:1s
Iteration 20 / LogL: -13459.526 / Time: 0h:0m:2s
Finish initializing candidate tree set (1)
Current best tree score: -13459.479 / CPU time: 2.628
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13460.653 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13459.757 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13492.771 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13460.481 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13492.476 / Time: 0h:0m:7s (0h:0m:3s left)
UPDATE BEST LOG-LIKELIHOOD: -13459.478
Iteration 80 / LogL: -13459.478 / Time: 0h:0m:8s (0h:0m:2s left)
UPDATE BEST LOG-LIKELIHOOD: -13459.478
Iteration 90 / LogL: -13459.571 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13459.668 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13459.478
Optimal log-likelihood: -13459.478
Gamma shape alpha: 0.637
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13459.478
Total tree length: 9.722

Total number of iterations: 102
CPU time used for tree search: 22.033 sec (0h:0m:22s)
Wall-clock time used for tree search: 11.141 sec (0h:0m:11s)
Total CPU time used: 22.449 sec (0h:0m:22s)
Total wall-clock time used: 11.350 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 12

Creating bootstrap alignment (seed: 313031)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13485.689
2. Current log-likelihood: -13275.484
3. Current log-likelihood: -13267.310
4. Current log-likelihood: -13267.150
Optimal log-likelihood: -13267.142
Gamma shape alpha: 0.631
Parameters optimization took 4 rounds (0.121 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13231.407
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.117 second
Computing log-likelihood of 98 initial trees ... 0.696 seconds
Current best score: -13229.992

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13205.945
Iteration 10 / LogL: -13206.029 / Time: 0h:0m:2s
Iteration 20 / LogL: -13206.140 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13205.945 / CPU time: 3.722
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13206.194 / Time: 0h:0m:5s (0h:0m:12s left)
Iteration 40 / LogL: -13226.546 / Time: 0h:0m:6s (0h:0m:9s left)
Iteration 50 / LogL: -13216.096 / Time: 0h:0m:7s (0h:0m:7s left)
Iteration 60 / LogL: -13216.162 / Time: 0h:0m:8s (0h:0m:6s left)
Iteration 70 / LogL: -13226.686 / Time: 0h:0m:9s (0h:0m:4s left)
Iteration 80 / LogL: -13216.212 / Time: 0h:0m:10s (0h:0m:2s left)
Iteration 90 / LogL: -13206.178 / Time: 0h:0m:11s (0h:0m:1s left)
Iteration 100 / LogL: -13206.709 / Time: 0h:0m:12s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:13s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13205.945
Optimal log-likelihood: -13205.945
Gamma shape alpha: 0.631
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13205.945
Total tree length: 9.815

Total number of iterations: 102
CPU time used for tree search: 25.401 sec (0h:0m:25s)
Wall-clock time used for tree search: 12.830 sec (0h:0m:12s)
Total CPU time used: 25.789 sec (0h:0m:25s)
Total wall-clock time used: 13.027 sec (0h:0m:13s)

===> START BOOTSTRAP REPLICATE NUMBER 13

Creating bootstrap alignment (seed: 313032)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 2 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13582.902
2. Current log-likelihood: -13379.277
3. Current log-likelihood: -13372.326
4. Current log-likelihood: -13372.183
Optimal log-likelihood: -13372.174
Gamma shape alpha: 0.631
Parameters optimization took 4 rounds (0.121 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13357.339
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.121 second
Computing log-likelihood of 98 initial trees ... 0.699 seconds
Current best score: -13357.339

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13321.705
Iteration 10 / LogL: -13321.836 / Time: 0h:0m:2s
Iteration 20 / LogL: -13321.804 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13321.705 / CPU time: 3.755
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13321.714 / Time: 0h:0m:4s (0h:0m:12s left)
Iteration 40 / LogL: -13321.744 / Time: 0h:0m:5s (0h:0m:9s left)
Iteration 50 / LogL: -13322.060 / Time: 0h:0m:6s (0h:0m:7s left)
Iteration 60 / LogL: -13325.676 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13325.803 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13326.203 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13321.774 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13322.312 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
